rank,bracket,horse_num,sex_age,weight_constraint,jockey,odds,popularity,horse_weight,trainer,race_id,prev_rank,rest_days,weather,track,sire,bms,lineage,prev1_relative_last3f,prev2_relative_last3f,prev3_relative_last3f,prev1_passage_num,prev2_passage_num,prev3_passage_num,is_long_trip,is_stay,weight_delta,weight_ratio,sire_track_interaction
1.0,4.0,4.0,12,54.0,233,32.0,7.0,474.0,132,202536122912,1.0,90.0,3,3,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11392404822945046,73
1.0,8.0,16.0,22,58.0,122,15.9,7.0,504.0,275,202404010411,1.0,148.0,2,2,54,315,5,50.0,50.0,50.0,2.0,2.0,1.0,1,0,1.0,0.1150793627960444,94
1.0,5.0,8.0,20,56.0,67,5.8,2.0,510.0,309,202309040410,1.0,90.0,2,2,103,45,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10980391941560944,209
1.0,7.0,7.0,11,55.0,81,1.9,1.0,522.0,142,202530051512,1.0,239.0,3,2,142,228,12,50.0,50.0,50.0,1.0,7.0,7.0,0,0,1.0,0.1053639826558624,300
1.0,3.0,6.0,21,56.0,1,3.4,2.0,488.0,215,202506010811,1.0,90.0,2,2,89,261,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11475409600913739,176
1.0,5.0,5.0,10,55.0,173,1.2,1.0,444.0,147,202347091411,1.0,27.0,3,2,181,280,5,50.0,50.0,50.0,5.0,7.0,7.0,0,0,1.0,0.12387387108392182,385
1.0,2.0,3.0,24,57.0,172,11.3,5.0,466.0,328,202508030211,1.0,687.0,3,1,125,11,5,50.0,50.0,50.0,2.0,4.0,7.0,0,0,-1.0,0.12231759394168254,255
1.0,2.0,4.0,21,58.0,161,7.8,5.0,488.0,332,202307040611,1.0,217.0,2,2,100,284,14,50.0,50.0,50.0,1.0,7.0,7.0,0,0,0.0,0.11885245658089229,204
1.0,2.0,2.0,11,54.0,102,1.2,1.0,505.0,72,202348053111,1.0,41.0,2,1,45,179,17,50.0,50.0,50.0,2.0,4.0,3.0,0,0,-1.0,0.10693069095186751,71
1.0,1.0,2.0,22,57.0,120,27.6,9.0,466.0,186,202305020610,1.0,118.0,4,1,45,179,17,50.0,50.0,50.0,1.0,7.0,7.0,0,0,-1.0,0.12231759394168254,71
1.0,7.0,13.0,4,58.0,26,2.4,1.0,502.0,323,202503020210,1.0,90.0,2,2,20,98,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11553784630402697,33
1.0,5.0,9.0,22,57.0,210,4.0,2.0,516.0,340,202408031011,1.0,90.0,0,2,137,142,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.110465114138273,287
1.0,7.0,7.0,19,55.0,113,2.9,2.0,460.0,265,202401020408,1.0,90.0,2,2,128,122,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11956521479206056,264
1.0,8.0,14.0,21,57.0,113,1.7,1.0,488.0,360,202509040111,1.0,308.0,2,1,157,275,12,50.0,50.0,50.0,1.0,7.0,7.0,0,0,1.0,0.11680327629501483,331
1.0,1.0,1.0,20,53.0,201,7.6,4.0,472.0,277,202503020211,1.0,90.0,2,2,197,260,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11228813321423448,427
1.0,3.0,3.0,21,56.5,164,7.1,5.0,476.0,270,202402010911,1.0,202.0,3,1,107,127,13,50.0,50.0,50.0,4.0,7.0,7.0,1,0,-0.5,0.11869747649795218,216
1.0,8.0,14.0,21,57.0,113,2.3,1.0,498.0,365,202405010210,1.0,388.0,3,2,160,196,12,50.0,50.0,50.0,2.0,7.0,7.0,1,0,1.0,0.11445782902695123,340
1.0,1.0,1.0,5,57.0,52,25.7,7.0,496.0,41,202447012509,1.0,90.0,2,3,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11491935252178725,73
1.0,6.0,12.0,22,54.0,223,116.5,14.0,484.0,202,202508030710,1.0,90.0,3,2,117,286,15,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11157024562871394,236
1.0,4.0,4.0,11,55.0,241,2.2,1.0,440.0,282,202608020310,1.0,90.0,3,2,190,341,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12499999715909098,407
1.0,1.0,2.0,23,58.0,20,9.5,4.0,518.0,269,202305010411,1.0,90.0,2,2,107,317,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11196910980754615,217
1.0,2.0,4.0,19,55.0,119,44.0,8.0,474.0,128,202544120411,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11603375282629214,72
1.0,3.0,3.0,20,56.0,231,1.8,1.0,453.0,155,202348011710,1.0,90.0,2,3,180,244,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12362030632184755,384
1.0,2.0,2.0,10,56.0,217,2.4,2.0,424.0,303,202308020508,1.0,90.0,3,3,209,210,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.13207546858312574,451
1.0,2.0,2.0,22,57.0,133,1.7,1.0,514.0,160,202443011611,1.0,82.0,2,2,45,179,17,50.0,50.0,50.0,1.0,7.0,7.0,0,0,0.0,0.11089493947675215,72
1.0,6.0,6.0,23,60.0,21,8.4,3.0,496.0,252,202403010505,1.0,90.0,2,2,106,182,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12096773949661817,215
1.0,2.0,4.0,22,57.0,53,18.1,5.0,544.0,338,202608010311,1.0,251.0,2,2,106,216,5,50.0,50.0,50.0,3.0,7.0,7.0,0,0,1.0,0.1047794098386138,215
1.0,1.0,1.0,12,56.0,113,4.3,3.0,446.0,293,202508020910,1.0,90.0,4,1,117,321,15,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1255605353013333,235
1.0,8.0,9.0,12,55.0,160,11.0,6.0,459.0,324,202344100511,1.0,81.0,3,0,194,341,5,50.0,50.0,50.0,5.0,2.0,7.0,1,0,0.0,0.11982570545042037,415
1.0,3.0,5.0,20,57.0,140,5.5,2.0,488.0,324,202501020211,1.0,105.0,2,2,118,342,12,50.0,50.0,50.0,3.0,1.0,7.0,1,0,0.0,0.11680327629501483,238
1.0,7.0,12.0,13,52.0,148,132.7,13.0,480.0,200,202304030711,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10833333107638894,72
1.0,2.0,3.0,22,55.0,2,40.1,10.0,536.0,339,202508020811,1.0,91.0,3,1,140,216,0,50.0,50.0,50.0,4.0,7.0,7.0,0,0,-3.0,0.10261193838410564,293
1.0,8.0,10.0,20,55.0,38,18.6,7.0,507.0,78,202445031311,1.0,90.0,2,3,113,267,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10848126018774636,229
1.0,5.0,5.0,22,56.0,51,3.5,3.0,487.0,19,202536033011,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11498973069836282,72
1.0,4.0,8.0,21,57.0,120,1.9,1.0,482.0,223,202505010711,1.0,189.0,2,2,196,251,12,50.0,50.0,50.0,1.0,7.0,7.0,0,0,2.0,0.11825725895731828,424
1.0,6.0,11.0,22,58.0,46,19.1,7.0,508.0,348,202405030111,1.0,371.0,2,3,3,63,12,50.0,50.0,50.0,2.0,7.0,7.0,1,0,0.0,0.11417322609895225,6
1.0,7.0,10.0,21,55.0,64,28.2,7.0,480.0,323,202307030211,1.0,56.0,2,2,10,87,14,50.0,50.0,50.0,1.0,7.0,7.0,0,0,-3.0,0.11458333094618062,16
1.0,1.0,1.0,21,58.0,140,11.5,6.0,524.0,366,202305030210,1.0,90.0,3,1,140,275,0,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11068702078841564,293
1.0,2.0,2.0,21,57.0,254,1.7,1.0,546.0,242,202544070211,1.0,74.0,3,2,140,257,0,50.0,50.0,50.0,4.0,1.0,2.0,1,0,-1.0,0.10439560248359703,294
1.0,7.0,14.0,12,56.0,180,4.0,1.0,450.0,210,202506020810,1.0,90.0,2,2,70,193,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12444444167901242,136
1.0,6.0,7.0,12,55.0,109,5.3,3.0,472.0,275,202450040411,1.0,127.0,3,3,100,290,14,50.0,50.0,50.0,2.0,7.0,7.0,1,0,1.0,0.11652542126005463,205
1.0,3.0,4.0,22,58.0,180,4.3,2.0,498.0,184,202406020710,1.0,90.0,2,2,47,235,0,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11646586111514336,80
1.0,5.0,6.0,22,55.0,82,20.6,9.0,510.0,313,202309040210,1.0,90.0,3,2,130,321,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10784313514033068,270
1.0,3.0,3.0,22,57.0,180,4.8,2.0,514.0,192,202306010610,1.0,90.0,0,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11089493947675215,72
1.0,8.0,15.0,22,58.0,77,4.2,1.0,578.0,203,202406030109,1.0,90.0,0,2,11,99,8,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10034601902515539,17
1.0,7.0,11.0,23,60.0,90,1.9,1.0,526.0,278,202506020708,1.0,105.0,2,2,69,43,5,50.0,50.0,50.0,2.0,4.0,7.0,1,0,-1.0,0.1140684388960373,132
1.0,7.0,7.0,13,54.0,100,2.8,1.0,483.0,115,202536092311,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11180123992129938,72
1.0,8.0,15.0,20,57.0,170,19.4,8.0,500.0,220,202606020611,1.0,90.0,2,2,69,334,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11399999772000005,132
1.0,7.0,12.0,22,58.0,160,7.2,3.0,520.0,350,202509010710,1.0,63.0,2,2,100,216,14,50.0,50.0,50.0,1.0,7.0,7.0,0,0,2.0,0.11153845939349118,204
1.0,7.0,10.0,22,57.0,150,1.0,1.0,524.0,161,202530110612,1.0,42.0,3,1,156,267,14,50.0,50.0,50.0,4.0,5.0,8.0,0,0,-1.0,0.10877862387827054,327
1.0,6.0,9.0,12,55.0,160,2.2,1.0,468.0,181,202608020111,1.0,90.0,2,2,141,310,13,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11752136501022725,297
1.0,7.0,8.0,21,58.0,46,3.2,2.0,492.0,329,202408060210,1.0,90.0,2,1,186,275,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11788617646572813,396
1.0,5.0,9.0,12,55.0,141,8.6,2.0,462.0,209,202301020211,1.0,50.0,3,2,106,317,5,50.0,50.0,50.0,3.0,7.0,7.0,1,0,-1.0,0.11904761647083081,215
1.0,7.0,7.0,11,54.0,62,3.5,2.0,474.0,133,202344022105,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11392404822945046,72
1.0,1.0,1.0,23,56.0,243,4.6,3.0,540.0,97,202336082912,1.0,90.0,2,2,15,141,3,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10370370178326478,22
1.0,3.0,3.0,23,57.0,195,6.8,5.0,488.0,154,202543110310,1.0,61.0,2,1,74,46,5,50.0,50.0,50.0,1.0,7.0,4.0,0,0,0.0,0.11680327629501483,147
1.0,7.0,13.0,21,58.0,229,4.2,2.0,472.0,350,202507030507,1.0,90.0,2,2,204,216,15,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12288135332878489,440
1.0,6.0,10.0,6,57.0,109,4.3,2.0,514.0,272,202509050111,1.0,272.0,2,2,209,235,12,50.0,50.0,50.0,3.0,7.0,7.0,0,0,0.0,0.11089493947675215,450
1.0,4.0,5.0,19,56.0,234,2.0,1.0,484.0,161,202530110312,1.0,88.0,2,3,103,219,5,50.0,50.0,50.0,1.0,7.0,7.0,0,0,1.0,0.11570247694829594,210
1.0,5.0,10.0,21,55.0,64,3.8,1.0,508.0,310,202505021012,1.0,90.0,3,3,140,183,0,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.10826771440417886,295
1.0,3.0,3.0,21,56.0,58,5.8,3.0,514.0,252,202502011111,1.0,195.0,2,2,171,167,12,50.0,50.0,50.0,4.0,7.0,7.0,1,0,-1.0,0.10894941422277404,365
1.0,8.0,11.0,22,56.0,99,1.9,1.0,494.0,97,202436062512,1.0,90.0,3,3,83,229,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11336032159189632,167
1.0,6.0,7.0,2,55.0,70,50.4,6.0,513.0,45,202348112811,1.0,90.0,2,2,188,176,14,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1072124735436165,402
1.0,8.0,12.0,11,54.0,171,4.0,2.0,428.0,9,202347083011,1.0,41.0,4,3,45,179,17,50.0,50.0,50.0,2.0,4.0,7.0,0,0,-1.0,0.12616822135120978,73
1.0,2.0,3.0,22,58.0,180,22.0,6.0,498.0,192,202506020710,1.0,90.0,2,1,47,210,0,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11646586111514336,79
1.0,3.0,4.0,14,54.0,119,2.1,1.0,492.0,68,202343072511,1.0,42.0,2,2,45,179,17,50.0,50.0,50.0,4.0,7.0,7.0,0,0,-1.0,0.10975609533016067,72
1.0,4.0,7.0,11,54.0,202,16.6,7.0,486.0,232,202305020211,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11111110882487431,72
1.0,6.0,7.0,22,57.0,158,6.5,2.0,520.0,116,202348041111,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1096153825073965,72
1.0,4.0,4.0,24,61.0,151,2.1,1.0,472.0,276,202409020308,1.0,42.0,2,2,69,37,5,50.0,50.0,50.0,6.0,7.0,7.0,0,0,1.0,0.12923728539751514,132
1.0,7.0,12.0,22,59.0,18,3.0,1.0,514.0,302,202406040611,1.0,132.0,3,2,186,262,13,50.0,50.0,50.0,7.0,1.0,5.0,1,0,2.0,0.11478598998470838,397
1.0,1.0,2.0,21,58.0,156,26.3,10.0,486.0,316,202505010609,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11934156133042055,72
1.0,6.0,11.0,19,55.0,182,1.9,1.0,514.0,37,202444110611,1.0,90.0,3,1,129,229,3,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10700388896879594,265
1.0,6.0,9.0,23,57.0,195,1.7,1.0,462.0,99,202445121011,1.0,314.0,2,2,45,179,17,50.0,50.0,50.0,5.0,7.0,7.0,0,0,0.0,0.12337662070613375,72
1.0,4.0,8.0,22,57.0,18,4.9,3.0,502.0,201,202406010411,1.0,97.0,3,2,69,318,5,50.0,50.0,50.0,3.0,7.0,7.0,0,0,0.0,0.11354581447119892,132
1.0,4.0,6.0,10,55.0,160,6.1,2.0,424.0,339,202301020809,1.0,90.0,2,2,191,96,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.1297169780727128,409
1.0,8.0,12.0,6,60.0,74,5.1,3.0,536.0,206,202410020105,1.0,90.0,2,2,152,235,3,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11194029641902432,318
1.0,6.0,11.0,14,56.0,113,2.7,1.0,494.0,328,202506020111,1.0,517.0,2,2,76,216,8,50.0,50.0,50.0,2.0,1.0,7.0,1,0,0.0,0.11336032159189632,151
1.0,1.0,1.0,23,57.0,97,7.3,3.0,491.0,67,202343031611,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1160896106702727,72
1.0,7.0,8.0,22,58.0,170,4.6,2.0,518.0,361,202404030711,1.0,90.0,3,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11196910980754615,71
1.0,7.0,15.0,11,55.0,160,8.7,4.0,466.0,359,202308011111,1.0,84.0,2,2,190,60,5,50.0,50.0,50.0,5.0,7.0,7.0,0,0,1.0,0.11802574854022,407
1.0,2.0,2.0,12,54.0,106,9.5,5.0,487.0,156,202335112012,1.0,90.0,0,0,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11088295460199273,70
1.0,7.0,14.0,23,57.0,64,2.4,1.0,512.0,328,202408030211,1.0,224.0,0,1,196,321,12,50.0,50.0,50.0,2.0,7.0,7.0,0,0,-2.0,0.1113281228256226,423
1.0,5.0,5.0,23,56.0,100,1.6,1.0,486.0,132,202535090912,1.0,303.0,3,2,27,296,15,50.0,50.0,50.0,3.0,7.0,7.0,0,0,-1.0,0.11522633507764743,46
1.0,6.0,11.0,23,57.0,113,5.1,4.0,484.0,265,202535101312,1.0,343.0,2,2,70,170,5,50.0,50.0,50.0,2.0,1.0,2.0,1,0,0.0,0.11776859260808693,136
1.0,2.0,2.0,5,60.0,200,3.1,2.0,446.0,210,202503020301,1.0,90.0,3,1,93,235,2,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.13452914496571425,185
1.0,2.0,3.0,20,57.0,16,3.2,1.0,514.0,285,202409020711,1.0,90.0,2,2,196,99,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11089493947675215,424
1.0,7.0,7.0,25,57.0,195,2.1,1.0,481.0,49,202442022011,1.0,325.0,2,2,46,181,12,50.0,50.0,50.0,3.0,7.0,7.0,0,0,-2.0,0.11850311603943627,76
1.0,8.0,8.0,13,54.0,106,1.7,1.0,498.0,156,202436041612,1.0,17.0,3,2,45,179,17,50.0,50.0,50.0,1.0,5.0,4.0,0,0,0.0,0.10843373276237485,72
1.0,7.0,7.0,19,56.0,173,1.1,1.0,447.0,147,202547081511,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12527963925548907,72
1.0,6.0,11.0,13,55.0,110,27.4,9.0,480.0,286,202508010211,1.0,15.0,3,1,160,201,12,50.0,50.0,50.0,7.0,3.0,7.0,0,0,2.0,0.11458333094618062,339
1.0,6.0,7.0,11,55.0,118,2.8,2.0,478.0,68,202542032010,1.0,24.0,2,3,144,286,12,50.0,50.0,50.0,4.0,7.0,7.0,0,0,-1.0,0.11506275909910546,305
1.0,3.0,3.0,12,55.0,76,6.1,3.0,436.0,9,202447080111,1.0,337.0,2,2,45,179,17,50.0,50.0,50.0,5.0,2.0,4.0,0,0,1.0,0.12614678609755078,72
1.0,7.0,13.0,11,55.0,153,9.3,3.0,475.0,154,202344062711,1.0,154.0,3,2,61,88,5,50.0,50.0,50.0,4.0,7.0,7.0,0,0,1.0,0.11578947124653745,109
1.0,8.0,16.0,13,56.0,46,51.2,12.0,422.0,339,202407010310,1.0,90.0,2,2,125,216,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1327014186563645,256
1.0,2.0,2.0,19,55.0,225,13.8,6.0,471.0,145,202543110511,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1167728212999401,72
1.0,5.0,5.0,19,55.0,150,2.0,1.0,472.0,161,202330100512,1.0,28.0,3,1,122,322,6,50.0,50.0,50.0,3.0,6.0,3.0,0,0,1.0,0.11652542126005463,247
1.0,5.0,9.0,22,57.0,67,3.2,1.0,518.0,364,202408040711,1.0,41.0,3,1,115,40,5,50.0,50.0,50.0,2.0,7.0,7.0,0,0,-1.0,0.1100386079143126,232
1.0,8.0,15.0,21,58.0,154,4.2,2.0,476.0,254,202505021209,1.0,90.0,2,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12184873693595091,71
1.0,4.0,8.0,12,55.0,217,4.8,2.0,454.0,273,202408050811,1.0,120.0,3,2,209,275,12,50.0,50.0,50.0,3.0,7.0,7.0,0,0,1.0,0.12114537178093895,450
1.0,2.0,2.0,21,58.0,109,8.8,7.0,480.0,349,202609010611,1.0,77.0,2,2,107,208,13,50.0,50.0,50.0,1.0,7.0,7.0,0,0,2.0,0.12083333081597228,217
1.0,1.0,1.0,23,57.0,141,5.7,2.0,512.0,245,202306010211,1.0,90.0,2,2,107,232,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1113281228256226,217
1.0,7.0,8.0,25,56.0,233,1.5,1.0,524.0,132,202336041112,1.0,16.0,2,2,45,179,17,50.0,50.0,50.0,4.0,7.0,7.0,0,0,0.0,0.10687022696812544,72
1.0,2.0,2.0,19,56.0,97,6.6,3.0,461.0,4,202445121211,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12147505159490127,72
1.0,1.0,1.0,21,57.0,154,2.2,1.0,480.0,326,202606020409,1.0,90.0,2,2,197,286,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11874999752604172,427
1.0,7.0,10.0,25,58.0,119,2.0,1.0,559.0,160,202645020411,1.0,98.0,2,2,72,14,12,50.0,50.0,50.0,1.0,4.0,7.0,0,0,2.0,0.10375670655175838,142
1.0,5.0,5.0,19,56.0,70,36.6,6.0,452.0,79,202547121211,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12389380256872119,72
1.0,4.0,4.0,22,58.0,77,46.5,11.0,484.0,265,202304040511,1.0,90.0,4,0,186,303,13,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11983470826787794,395
1.0,8.0,17.0,21,57.0,40,13.9,5.0,512.0,190,202507030607,1.0,112.0,3,2,33,23,3,50.0,50.0,50.0,2.0,2.0,7.0,1,0,1.0,0.1113281228256226,53
1.0,3.0,3.0,23,58.0,65,3.9,2.0,508.0,289,202403020111,1.0,90.0,2,2,47,275,0,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11417322609895225,80
1.0,5.0,7.0,25,57.0,207,23.3,7.0,506.0,129,202330081612,1.0,90.0,3,1,88,58,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11264821911762414,172
1.0,2.0,2.0,22,58.0,77,5.2,3.0,538.0,182,202406020111,1.0,90.0,2,1,152,181,3,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10780668944597233,317
1.0,6.0,8.0,20,58.0,153,2.7,1.0,518.0,21,202443052911,1.0,76.0,2,3,175,242,14,50.0,50.0,50.0,2.0,1.0,7.0,0,0,2.0,0.11196910980754615,375
1.0,5.0,8.0,12,56.0,245,3.1,1.0,508.0,283,202402011011,1.0,90.0,3,1,152,342,3,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11023621830243666,317
1.0,4.0,4.0,23,57.0,207,1.7,1.0,496.0,55,202530092412,1.0,90.0,3,2,1,208,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11491935252178725,3
1.0,5.0,10.0,22,56.0,170,4.0,2.0,500.0,339,202305040711,1.0,176.0,2,2,72,7,12,50.0,50.0,50.0,2.0,7.0,7.0,1,0,-2.0,0.11199999776000005,142
1.0,5.0,10.0,12,55.0,140,31.3,8.0,456.0,315,202305010609,1.0,90.0,2,2,54,85,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.12061403244267474,94
1.0,3.0,6.0,21,59.0,18,3.6,1.0,482.0,242,202405030411,1.0,265.0,3,2,191,282,5,50.0,50.0,50.0,3.0,7.0,7.0,0,0,3.0,0.12240663646459261,409
1.0,5.0,5.0,10,56.0,197,1.5,1.0,459.0,130,202547100709,1.0,84.0,3,2,45,179,17,50.0,50.0,50.0,4.0,7.0,7.0,0,0,1.0,0.12200435464042801,72
1.0,1.0,1.0,23,56.0,45,16.1,5.0,462.0,158,202348051911,1.0,90.0,4,0,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12121211858848228,70
1.0,7.0,13.0,23,58.0,49,8.7,3.0,486.0,290,202605010710,1.0,90.0,2,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11934156133042055,72
1.0,6.0,6.0,8,57.0,104,5.5,2.0,473.0,21,202445111411,1.0,195.0,3,2,46,303,12,50.0,50.0,50.0,2.0,7.0,7.0,0,0,1.0,0.12050739702944192,76
1.0,3.0,6.0,14,54.0,180,5.5,3.0,450.0,235,202303030411,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1199999973333334,72
1.0,6.0,6.0,20,56.0,113,1.9,1.0,520.0,360,202305020810,1.0,90.0,3,1,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.10769230562130182,71
1.0,8.0,8.0,22,53.0,8,9.6,5.0,510.0,332,202507030707,1.0,90.0,2,2,180,321,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10392156658977321,383
1.0,6.0,12.0,11,54.0,46,5.9,4.0,424.0,347,202408050209,1.0,267.0,2,2,67,181,14,50.0,50.0,50.0,6.0,7.0,7.0,0,0,-1.0,0.12735848756229984,127
1.0,2.0,2.0,25,56.0,225,4.0,2.0,514.0,168,202445040411,1.0,90.0,3,3,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.10894941422277404,73
1.0,3.0,3.0,13,56.0,116,12.1,6.0,504.0,300,202510020511,1.0,90.0,2,2,166,107,0,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11111110890652562,355
1.0,4.0,7.0,21,58.0,67,3.2,1.0,516.0,350,202408010411,1.0,321.0,3,2,158,162,17,50.0,50.0,50.0,2.0,7.0,7.0,0,0,1.0,0.11240309859683918,334
1.0,6.0,7.0,13,55.0,109,3.9,2.0,450.0,272,202508020810,1.0,90.0,3,1,70,216,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.1222222195061729,135
1.0,2.0,2.0,20,57.0,170,49.4,11.0,472.0,195,202506010711,1.0,90.0,0,2,54,288,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12076270930587481,94
1.0,4.0,4.0,11,55.0,225,2.7,1.0,447.0,145,202544011611,1.0,90.0,3,2,68,308,5,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12304250284021247,129
1.0,4.0,4.0,20,56.0,197,2.9,2.0,471.0,130,202547030609,1.0,83.0,3,1,143,216,5,50.0,50.0,50.0,2.0,1.0,7.0,0,0,-1.0,0.11889596350539357,301
1.0,8.0,8.0,22,56.0,178,15.8,8.0,436.0,360,202508010809,1.0,90.0,3,2,45,179,17,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.12844036402659717,72
1.0,3.0,3.0,10,55.0,217,1.4,1.0,478.0,310,202430103111,1.0,90.0,2,2,144,258,12,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.11506275909910546,304
1.0,7.0,9.0,12,55.0,172,13.8,6.0,498.0,361,202309020511,1.0,90.0,2,1,137,81,12,50.0,50.0,50.0,7.0,7.0,7.0,0,0,0.0,0.11044176485056698,286
1.0,8.0,15.0,21,56.0,13,2.5,1.0,498.0,269,202506010511,1.0,107.0,2,2,197,208,12,50.0,50.0,50.0,2.0,7.0,7.0,0,0,0.0,0.1124497969387591,427
1.0,2.0,2.0,23,56.0,185,9.4,4.0,499.0,135,202555110206,1.0,239.0,2,2,46,286,9,50.0,50.0,50.0,2.0,7.0,7.0,0,0,0.0,0.11222444664880869,76
1.0,2.0,3.0,25,57.0,134,37.1,9.0,486.0,352,202403020611,1.0,90.0,0,2,104,230,5,50.0,50.0,50.0,7.0,7.0,7.0,1,0,0.0,0.117283948204034,212
